date,stress_val,anxiety_val,not_calm_val,disorganized_val,student,restlessness_score
2013-04-22,0.4000000000000001,0.125,0.125,0.25,u59,20.753704026424487
2013-04-24,0.275,0.0,0.25,0.5,u59,21.197561214673843
2013-04-26,0.25,0.25,0.375,0.0,u59,23.482879761116994
2013-04-27,0.4,0.5,0.0,0.25,u59,31.071311275824044
2013-04-28,0.2125,0.25,0.25,0.5,u59,28.7509273100507
2013-04-29,0.37777777777777777,0.5,0.5,0.0,u59,38.21582796742258
2013-04-30,1.0,0.5,0.5,0.25,u59,56.29140859385431
2013-05-03,0.15,0.25,0.0,0.25,u59,16.73258308321406
2013-05-05,0.15,0.0,0.25,0.75,u59,23.048587137499275
2013-05-07,0.35,0.25,0.375,0.5,u59,34.78453715566894
2013-05-11,0.85,0.5,1.0,0.25,u59,65.22663687852508
2013-05-12,1.0,0.5,0.5,0.25,u59,56.29140859385431
2013-05-15,0.7,0.25,0.25,0.25,u59,34.77092142001569
2013-05-19,0.15,0.25,0.0,0.25,u59,16.73258308321406
2013-05-21,0.23333333333333336,0.0,0.0,0.0,u59,5.066403699267397
2013-05-22,0.18333333333333335,0.5,0.5,0.5,u59,43.1241664081371
2013-05-23,0.15,0.25,0.5,0.25,u59,28.92478517455674
2013-05-26,0.15,0.0,0.25,0.5,u59,18.483416375780596
2013-05-27,0.425,0.375,0.5,0.25,u59,39.35112307753363
2013-05-29,0.6999999999999998,0.5,0.5,0.25,u59,49.77746098051051
2013-05-30,0.35,0.5,0.5,0.5,u59,46.7430261933281
2013-05-31,0.075,0.25,0.25,0.5,u59,25.765367987268128
2013-06-03,0.15,0.125,0.125,0.375,u59,17.607999729497326
2013-06-05,0.11249999999999999,0.0,0.25,0.25,u59,13.104002162393941
