uid,date,unlock_count,avg_session_sec,total_unlocked_sec,night_unlocks,total_dark_hrs,dark_fragments,longest_dark_streak_hrs,night_dark_hrs,convo_count,total_convo_min,avg_convo_length_min,incoming_calls,outgoing_calls,missed_calls,total_call_min,sms_sent,sms_received,charge_sessions,night_charge_hrs,avg_nearby_devices
u00,2013-04-09,3.0,13241.333333333334,39724.0,1.0,12.451944444444443,3.0,8.141944444444444,8.141944444444444,26.0,363.25,13.971153846153847,1.0,7.0,0.0,6.3,0.0,0.0,2.0,6.519444444444445,3.6153846153846154
u00,2013-04-10,2.0,11902.0,23804.0,1.0,10.674166666666666,3.0,6.183055555555556,9.583333333333334,34.0,373.3666666666667,10.981372549019609,1.0,6.0,1.0,3.3666666666666667,2.0,1.0,3.0,9.343055555555555,2.55
u00,2013-04-11,2.0,4134.5,8269.0,0.0,1.1125,1.0,1.1125,0.0,33.0,461.43333333333334,13.982828282828283,0.0,2.0,1.0,3.6166666666666667,0.0,0.0,1.0,0.0,4.958333333333333
u00,2013-04-12,4.0,8299.75,33199.0,0.0,11.518611111111111,5.0,5.415,0.0,35.0,525.8333333333334,15.023809523809526,0.0,6.0,1.0,23.816666666666666,0.0,0.0,1.0,0.0,9.142857142857142
u00,2013-04-13,2.0,7683.0,15366.0,0.0,6.699722222222222,1.0,6.699722222222222,0.0,48.0,388.05,8.084375,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,4.958333333333333
u00,2013-04-14,7.0,9559.0,66913.0,2.0,14.725277777777777,2.0,8.516388888888889,8.516388888888889,42.0,261.6,6.2285714285714295,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.381944444444445,4.958333333333333
u00,2013-04-15,4.0,7856.25,31425.0,2.0,8.335833333333333,3.0,4.381388888888889,2.7802777777777776,35.0,516.5666666666666,14.759047619047617,3.0,9.0,1.0,31.05,2.0,0.0,1.0,0.0,8.791666666666666
u00,2013-04-16,5.0,8032.8,40164.0,3.0,12.033888888888889,5.0,6.6402777777777775,7.8052777777777775,32.0,397.5833333333333,12.424479166666666,3.0,3.0,2.0,29.766666666666666,0.0,0.0,1.0,5.826388888888889,4.928571428571429
u00,2013-04-17,3.0,10426.0,31278.0,1.0,11.588055555555556,4.0,5.4525,5.4525,23.0,438.55,19.067391304347826,2.0,5.0,1.0,24.316666666666666,0.0,0.0,2.0,5.241388888888889,7.290322580645161
u00,2013-04-18,3.0,6237.666666666667,18713.0,0.0,8.106666666666666,3.0,3.946111111111111,0.0,16.0,297.51666666666665,18.594791666666666,1.0,1.0,2.0,4.1,0.0,0.0,1.0,3.8327777777777783,7.904761904761905
u00,2013-04-19,3.0,8210.666666666666,24632.0,0.0,10.963611111111112,4.0,5.0975,4.3625,36.0,548.45,15.234722222222224,1.0,7.0,0.0,3.783333333333333,0.0,0.0,6.0,4.610555555555555,10.588235294117647
u00,2013-04-20,4.0,11777.5,47110.0,1.0,12.814722222222223,4.0,9.115833333333333,9.115833333333333,23.0,545.9833333333333,23.73840579710145,1.0,1.0,0.0,0.26666666666666666,0.0,0.0,3.0,9.83388888888889,1.3333333333333333
u00,2013-04-21,4.0,12554.25,50217.0,2.0,10.081666666666667,2.0,7.4375,10.081666666666667,44.0,303.5833333333333,6.899621212121212,0.0,1.0,0.0,0.0,6.0,2.0,2.0,8.02,4.958333333333333
u00,2013-04-22,4.0,7012.75,28051.0,2.0,12.376666666666667,4.0,7.665555555555556,9.846388888888889,26.0,234.76666666666665,9.029487179487178,2.0,5.0,0.0,13.216666666666667,2.0,1.0,1.0,4.5425,9.777777777777779
u00,2013-04-23,6.0,8933.333333333334,53600.0,3.0,15.81861111111111,5.0,6.703055555555555,9.921666666666667,31.0,536.1166666666667,17.294086021505375,1.0,1.0,0.0,2.75,0.0,0.0,3.0,9.156944444444445,5.766666666666667
u00,2013-04-24,3.0,6808.0,20424.0,0.0,2.801111111111111,1.0,2.801111111111111,0.0,33.0,384.05,11.637878787878789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.75
u00,2013-04-25,4.0,8278.0,33112.0,0.0,15.467777777777778,5.0,6.6475,9.655555555555555,31.0,491.0,15.838709677419354,0.0,2.0,0.0,2.35,0.0,0.0,5.0,4.988888888888889,7.2
u00,2013-04-26,4.0,7271.75,29087.0,0.0,12.139444444444445,5.0,4.961111111111111,3.118333333333333,32.0,526.2666666666667,16.445833333333333,1.0,5.0,6.0,0.85,1.0,0.0,2.0,2.743888888888889,7.125
u00,2013-04-27,4.0,16895.25,67581.0,1.0,2.147222222222222,1.0,2.147222222222222,0.0,38.0,460.3,12.113157894736842,1.0,2.0,1.0,6.9,0.0,0.0,1.0,9.884166666666667,1.0
u00,2013-04-28,6.0,6416.833333333333,38501.0,1.0,4.686944444444444,3.0,1.9013888888888888,0.0,34.0,281.78333333333336,8.287745098039217,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.8327777777777783,4.958333333333333
u00,2013-04-29,3.0,7649.333333333333,22948.0,1.0,9.0425,4.0,3.417777777777778,3.2955555555555556,32.0,561.8333333333334,17.557291666666668,1.0,1.0,0.0,9.1,0.0,0.0,3.0,2.4227777777777777,7.7272727272727275
u00,2013-04-30,3.0,16714.0,50142.0,1.0,6.436388888888889,4.0,3.1044444444444443,1.156388888888889,42.0,365.6166666666667,8.70515873015873,0.0,4.0,0.0,0.7833333333333333,0.0,0.0,1.0,9.967222222222222,5.444444444444445
u00,2013-05-01,6.0,6042.166666666667,36253.0,2.0,10.128055555555555,5.0,4.418888888888889,3.2172222222222224,53.0,510.5833333333333,9.633647798742137,1.0,8.0,4.0,7.066666666666666,3.0,2.0,1.0,0.0,6.829268292682927
u00,2013-05-02,2.0,13001.0,26002.0,0.0,1.191111111111111,1.0,1.191111111111111,0.0,13.0,151.81666666666666,11.678205128205128,2.0,12.0,2.0,34.233333333333334,8.0,8.0,1.0,0.0,3.4444444444444446
u00,2013-05-03,5.0,9619.0,48095.0,0.0,1.67,1.0,1.67,0.0,50.0,440.1166666666667,8.802333333333333,0.0,6.0,0.0,23.35,0.0,3.0,1.0,3.8327777777777783,2.0638297872340425
u00,2013-05-04,3.0,10449.333333333334,31348.0,0.0,3.0483333333333333,2.0,1.898611111111111,3.0483333333333333,44.0,437.03333333333336,9.932575757575759,2.0,0.0,1.0,2.3,2.0,1.0,1.0,3.8327777777777783,1.7777777777777777
u00,2013-05-05,3.0,12164.333333333334,36493.0,0.0,4.470555555555555,3.0,1.761388888888889,1.29,47.0,406.45,8.64787234042553,1.0,4.0,0.0,7.183333333333334,1.0,0.0,1.0,0.0,3.0606060606060606
u00,2013-05-06,5.0,8839.2,44196.0,1.0,16.045555555555556,6.0,7.500277777777778,0.0,65.0,493.4666666666667,7.591794871794872,0.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,3.2758620689655173
u00,2013-05-07,5.0,6272.2,31361.0,0.0,3.7,3.0,1.5247222222222223,0.0,39.0,839.85,21.534615384615385,0.0,4.0,0.0,8.033333333333333,0.0,0.0,1.0,3.8327777777777783,3.3666666666666667
u00,2013-05-08,4.0,13559.5,54238.0,1.0,11.82,4.0,7.8175,1.4636111111111112,36.0,261.43333333333334,7.262037037037037,1.0,1.0,0.0,2.9,0.0,0.0,1.0,4.776944444444444,2.3846153846153846
u00,2013-05-09,5.0,9158.4,45792.0,1.0,13.491944444444444,5.0,5.129166666666666,5.129166666666666,35.0,361.25,10.321428571428571,3.0,6.0,0.0,12.833333333333334,0.0,0.0,1.0,4.610833333333333,6.230769230769231
u00,2013-05-10,4.0,12494.0,49976.0,2.0,4.094166666666666,3.0,1.4694444444444446,0.0,29.0,411.35,14.18448275862069,1.0,6.0,0.0,13.85,0.0,0.0,1.0,7.257777777777778,7.444444444444445
u00,2013-05-11,4.0,6234.0,24936.0,0.0,2.9608333333333334,1.0,2.9608333333333334,0.0,37.0,349.7,9.45135135135135,1.0,1.0,2.0,0.9,1.0,2.0,1.0,3.8327777777777783,1.0
u00,2013-05-12,3.0,5819.0,17457.0,0.0,13.291666666666668,4.0,8.887777777777778,8.887777777777778,34.0,459.71666666666664,13.521078431372548,1.0,7.0,2.0,4.016666666666667,0.0,0.0,1.0,0.0,1.0
u00,2013-05-13,3.0,6369.0,19107.0,0.0,5.274166666666667,3.0,2.548888888888889,0.0,23.0,433.7,18.856521739130436,1.0,6.0,3.0,30.383333333333333,0.0,0.0,1.0,3.8327777777777783,7.033333333333333
u00,2013-05-14,3.0,20630.0,61890.0,1.0,10.875555555555556,2.0,9.78111111111111,10.875555555555556,32.0,239.71666666666667,7.491145833333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.742777777777778,1.0
u00,2013-05-15,3.0,5115.666666666667,15347.0,0.0,4.333611111111111,3.0,1.636111111111111,0.0,49.0,628.5333333333333,12.827210884353741,4.0,6.0,1.0,11.583333333333334,0.0,0.0,1.0,3.8327777777777783,7.9655172413793105
u00,2013-05-16,2.0,18390.0,36780.0,1.0,1.3505555555555555,1.0,1.3505555555555555,0.0,20.0,468.53333333333336,23.42666666666667,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.873055555555556,2.8
u00,2013-05-17,2.0,18535.5,37071.0,1.0,7.219722222222222,1.0,7.219722222222222,7.219722222222222,20.0,584.8666666666667,29.243333333333332,0.0,3.0,0.0,4.65,0.0,0.0,1.0,3.8327777777777783,4.5
u00,2013-05-19,3.0,6067.333333333333,18202.0,0.0,3.6063888888888886,2.0,2.3569444444444443,0.0,26.0,138.16666666666666,5.314102564102564,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.8327777777777783,4.958333333333333
u00,2013-05-22,4.0,8278.0,35442.0,1.0,8.499166666666667,3.0,4.400138888888889,0.5781944444444445,5.0,17.96666666666667,3.5933333333333337,0.0,3.0,0.0,1.9166666666666667,0.0,0.0,1.0,3.8327777777777783,6.25
u00,2013-05-23,3.0,8797.0,26391.0,0.0,1.08,1.0,1.08,0.0,33.0,351.43333333333334,10.64949494949495,0.0,4.0,0.0,1.7833333333333334,0.0,0.0,1.0,3.8327777777777783,5.142857142857143
u00,2013-05-24,1.0,5429.0,5429.0,0.0,1.5969444444444445,1.0,1.5969444444444445,0.0,39.0,263.5833333333333,6.758547008547008,0.0,2.0,0.0,2.6666666666666665,0.0,0.0,1.0,3.8327777777777783,1.967741935483871
u00,2013-05-25,1.0,7761.0,7761.0,1.0,1.1872222222222222,1.0,1.1872222222222222,0.0,43.0,459.6166666666667,10.688759689922481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2491666666666668,2.0256410256410255
u00,2013-05-26,2.0,15197.5,30395.0,0.0,7.511666666666667,2.0,4.961388888888889,0.0,34.0,202.21666666666667,5.947549019607843,0.0,9.0,0.0,5.55,1.0,2.0,1.0,0.0,1.4
u00,2013-05-27,4.0,12007.75,48031.0,2.0,9.482777777777779,1.0,9.482777777777779,9.482777777777779,43.0,571.1333333333333,13.282170542635658,1.0,2.0,0.0,0.3,0.0,0.0,1.0,3.8327777777777783,11.869565217391305
u00,2013-05-28,4.0,12407.5,49630.0,1.0,6.131666666666667,4.0,1.6997222222222221,0.0,29.0,546.0666666666667,18.829885057471266,3.0,5.0,0.0,2.65,0.0,0.0,1.0,3.8327777777777783,5.2
u00,2013-05-29,1.0,3995.0,3995.0,0.0,1.0691666666666666,1.0,1.0691666666666666,0.0,37.0,504.26666666666665,13.628828828828828,3.0,2.0,0.0,3.1333333333333333,1.0,0.0,1.0,3.8327777777777783,11.568627450980392
u00,2013-05-30,2.0,5186.5,10373.0,0.0,2.875,2.0,1.455,0.0,23.0,324.76666666666665,14.120289855072462,1.0,9.0,4.0,70.0,0.0,0.0,1.0,3.8327777777777783,3.423076923076923
u00,2013-05-31,6.0,8883.333333333334,53300.0,1.0,11.481111111111112,3.0,9.186944444444444,9.186944444444444,45.0,625.45,13.898888888888889,0.0,3.0,5.0,2.55,0.0,0.0,1.0,9.125,1.7307692307692308
u00,2013-06-01,4.0,8278.0,35442.0,1.0,8.499166666666667,3.0,4.400138888888889,0.5781944444444445,1.0,6.216666666666667,6.216666666666667,1.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.0,3.8327777777777783,1.0
u01,2013-03-27,4.0,11822.25,47289.0,1.0,15.503888888888888,4.0,7.970833333333333,7.970833333333333,12.0,203.35,16.945833333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.788611111111111,2.466666666666667
u01,2013-03-28,3.0,5449.0,16347.0,0.0,7.731944444444444,4.0,2.995,2.995,38.0,394.53333333333336,10.382456140350877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3214285714285714
u01,2013-03-29,6.0,11674.0,70044.0,3.0,15.797500000000001,5.0,8.2475,12.285833333333334,45.0,631.1166666666667,14.024814814814816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.105833333333333,1.694915254237288
u01,2013-03-30,6.0,14184.5,85107.0,3.0,17.933333333333334,5.0,9.701944444444445,12.601944444444445,24.0,427.96666666666664,17.831944444444442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.70138888888889,1.2333333333333334
u01,2013-03-31,4.0,23155.0,92620.0,1.0,10.948611111111111,3.0,6.5536111111111115,2.5147222222222223,36.0,389.6166666666667,10.822685185185186,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.91638888888889,1.4
u01,2013-04-01,3.0,19456.666666666668,58370.0,0.0,21.90527777777778,5.0,8.102777777777778,6.055277777777778,46.0,561.8666666666667,12.214492753623189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9230769230769231
u01,2013-04-02,1.0,33144.0,33144.0,0.0,10.948611111111111,4.0,5.791111111111111,1.7808333333333333,35.0,201.81666666666666,5.766190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1333333333333333
u01,2013-04-03,6.0,14073.333333333334,84440.0,1.0,10.094999999999999,5.0,3.716111111111111,0.0,26.0,648.4,24.93846153846154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.526315789473684
u01,2013-04-04,2.0,15367.0,30734.0,1.0,11.229444444444445,4.0,4.535555555555556,1.2969444444444445,42.0,701.3333333333334,16.6984126984127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.08
u01,2013-04-05,8.0,10543.625,84349.0,4.0,6.174166666666666,4.0,2.2169444444444446,0.0,41.0,578.1833333333334,14.102032520325205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.749166666666667,1.6666666666666667
u01,2013-04-06,5.0,10975.8,54879.0,1.0,12.3475,3.0,5.750277777777778,4.711111111111111,33.0,583.5833333333334,17.684343434343436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0526315789473686
u01,2013-04-07,2.0,18002.0,36004.0,1.0,6.914166666666667,1.0,6.914166666666667,0.0,32.0,478.56666666666666,14.955208333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0625
u01,2013-04-08,5.0,13552.8,67764.0,1.0,17.378611111111113,5.0,7.434722222222222,3.8583333333333334,52.0,688.1666666666666,13.233974358974358,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0588235294117647
u01,2013-04-09,3.0,10970.666666666666,32912.0,1.0,8.9425,4.0,3.546388888888889,1.3219444444444444,31.0,475.6666666666667,15.344086021505378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5677025527192008
u01,2013-04-10,6.0,12112.0,72672.0,1.0,21.246666666666666,6.0,6.168333333333333,5.265,41.0,676.3166666666667,16.495528455284553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5677025527192008
u01,2013-04-11,7.0,13607.714285714286,95254.0,2.0,27.800833333333333,6.0,9.481944444444444,14.6525,34.0,522.25,15.360294117647058,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.944444444444445,1.5677025527192008
u01,2013-04-12,6.0,11353.0,68118.0,1.0,16.92666666666667,3.0,8.201944444444445,8.201944444444445,40.0,768.1,19.2025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.943611111111111,6.454545454545454
u01,2013-04-13,4.0,7487.75,29951.0,0.0,7.041944444444444,2.0,5.378055555555555,0.0,33.0,565.4333333333333,17.13434343434343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.588235294117647
u01,2013-04-14,4.0,6733.5,26934.0,2.0,9.075833333333334,1.0,9.075833333333334,0.0,29.0,388.23333333333335,13.38735632183908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2692307692307692
u01,2013-04-15,4.0,14377.25,57509.0,0.0,1.925,1.0,1.925,0.0,44.0,519.6333333333333,11.809848484848485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3125
u01,2013-04-16,2.0,15001.5,30003.0,0.0,1.1983333333333333,1.0,1.1983333333333333,0.0,47.0,416.8333333333333,8.868794326241135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3529411764705883
u01,2013-04-17,5.0,15244.4,76222.0,1.0,5.887222222222222,3.0,3.0475,0.0,57.0,664.7333333333333,11.661988304093567,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.086666666666667,4.137931034482759
u01,2013-04-18,7.0,10276.0,71932.0,2.0,10.618055555555555,4.0,3.8672222222222223,3.8672222222222223,38.0,564.6333333333333,14.858771929824561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
u01,2013-04-19,4.0,12556.25,50225.0,1.0,8.204166666666666,5.0,2.5883333333333334,0.0,40.0,719.9333333333333,17.99833333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5677025527192008
u01,2013-04-20,2.0,10559.0,21118.0,0.0,7.528611111111111,2.0,5.213888888888889,2.314722222222222,42.0,280.06666666666666,6.6682539682539685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
u01,2013-04-21,5.0,17542.6,87713.0,1.0,19.578333333333333,6.0,9.745,9.745,60.0,467.26666666666665,7.7877777777777775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3043478260869565
u01,2013-04-22,4.0,18759.5,75038.0,2.0,22.31972222222222,8.0,8.13888888888889,13.058055555555557,52.0,527.8333333333334,10.150641025641026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.095555555555556,3.9846153846153847
u01,2013-04-23,6.0,11735.5,70413.0,2.0,8.17138888888889,5.0,2.225277777777778,1.8030555555555556,24.0,348.3333333333333,14.513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6266666666666667
u01,2013-04-24,3.0,25231.333333333332,75694.0,0.0,19.110555555555557,4.0,9.5975,0.0,30.0,334.31666666666666,11.143888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.35
u01,2013-04-25,4.0,20139.25,80557.0,1.0,22.241944444444446,5.0,9.924444444444445,1.2447222222222223,78.0,707.5833333333334,9.071581196581198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.375
u01,2013-04-26,4.0,18245.0,72980.0,0.0,16.223888888888887,4.0,7.5680555555555555,0.0,61.0,620.6833333333333,10.175136612021857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.23943661971831
u01,2013-04-27,4.0,19649.5,78598.0,1.0,8.673055555555555,1.0,8.673055555555555,8.673055555555555,77.0,602.3666666666667,7.822943722943723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.012222222222222,1.2588235294117647
u01,2013-04-28,3.0,12806.666666666666,38420.0,1.0,3.075833333333333,1.0,3.075833333333333,0.0,35.0,530.1,15.145714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1470588235294117
u01,2013-04-29,5.0,15477.4,77387.0,2.0,20.324166666666667,7.0,8.838055555555556,2.756388888888889,4.0,46.96666666666667,11.741666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9508196721311475
u01,2013-04-30,3.0,11838.666666666666,35516.0,0.0,8.610277777777778,3.0,6.206111111111111,0.0,38.5,528.9666666666667,13.310665340406718,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4146341463414633
u01,2013-05-01,3.0,23758.0,71274.0,1.0,23.300555555555555,5.0,9.50388888888889,9.50388888888889,38.5,528.9666666666667,13.310665340406718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.464444444444444,1.4285714285714286
u01,2013-05-02,4.0,19926.0,79704.0,1.0,14.9275,4.0,6.878333333333333,0.0,2.0,34.983333333333334,17.491666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.380952380952381
u01,2013-05-03,6.0,16754.166666666668,100525.0,2.0,17.545277777777777,6.0,6.990555555555556,5.813888888888888,55.0,618.0,11.236363636363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
u01,2013-05-04,2.0,17128.0,34256.0,1.0,1.4258333333333333,1.0,1.4258333333333333,0.0,33.0,336.8666666666667,10.208080808080808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4286111111111115,1.0
u01,2013-05-07,4.0,14377.25,54879.0,1.0,10.948611111111111,4.0,5.791111111111111,1.7808333333333333,5.0,95.38333333333334,19.076666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
u01,2013-05-08,6.0,10965.666666666666,65794.0,2.0,11.373888888888889,4.0,5.791111111111111,2.714166666666667,39.0,634.9833333333333,16.281623931623933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.605263157894737
u01,2013-05-09,1.0,10215.0,10215.0,0.0,2.6783333333333332,1.0,2.6783333333333332,0.0,62.0,786.2,12.680645161290323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5471698113207548
u01,2013-05-10,2.0,19544.5,39089.0,1.0,6.623333333333333,3.0,2.787777777777778,0.0,46.0,461.95,10.042391304347825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.858611111111111,1.8717948717948718
u01,2013-05-11,4.0,14377.25,54879.0,1.0,2.9819444444444443,1.0,2.9819444444444443,0.0,72.0,787.75,10.940972222222221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7714285714285714
u01,2013-05-12,4.0,14377.25,54879.0,1.0,13.949722222222222,2.0,8.8475,0.0,33.0,493.26666666666665,14.947474747474747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.111111111111111
u01,2013-05-13,2.0,21978.0,43956.0,1.0,19.630555555555556,5.0,9.854166666666666,2.4725,47.0,485.7166666666667,10.334397163120569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1451612903225807
u01,2013-05-14,2.0,16903.0,33806.0,0.0,11.553611111111111,3.0,5.275555555555556,4.895,30.0,596.0833333333334,19.869444444444447,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1794871794871795
u01,2013-05-15,4.0,21045.25,84181.0,1.0,17.820555555555558,6.0,7.712777777777778,1.9416666666666667,25.0,589.85,23.594,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2358333333333333,1.8222222222222222
u01,2013-05-16,2.0,20195.0,40390.0,1.0,25.087777777777777,6.0,9.534722222222221,5.388333333333334,92.0,802.8333333333334,8.726449275362318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5142857142857142
u01,2013-05-17,3.0,9375.333333333334,28126.0,1.0,8.9525,3.0,4.525,1.7808333333333333,46.0,480.90000000000003,10.454347826086957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.105263157894737
u01,2013-05-18,2.0,23066.5,46133.0,1.0,8.240277777777777,3.0,5.526388888888889,0.0,64.0,785.25,12.26953125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2321428571428572
u01,2013-05-19,3.0,15253.0,45759.0,1.0,11.615833333333333,4.0,4.015,3.4558333333333335,2.0,12.933333333333334,6.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25
u01,2013-05-20,2.0,8032.5,16065.0,2.0,1.4747222222222223,1.0,1.4747222222222223,1.4747222222222223,38.5,528.9666666666667,13.310665340406718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.411764705882353
u01,2013-05-21,2.0,11292.0,22584.0,0.0,2.120277777777778,1.0,2.120277777777778,0.0,38.5,528.9666666666667,13.310665340406718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7678571428571428
